timestamp,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z
0.000000000000000000e+00,3.500000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.062230818371107999e-01,-3.534060950936696033e-02,3.534060950936696033e-02,7.062230818371106889e-01,-0.000000000000000000e+00,1.400000000000000133e+00,2.999999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,3.499329397321368607e+00,7.001591060204406802e-02,2.015020123334624991e+00,6.993214600399778602e-01,-3.308650997723834586e-02,3.744440781722378070e-02,7.130586895258321789e-01,-2.727840071083832696e-02,1.400708256550878827e+00,3.009019998530965134e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.497275655795885285e+00,1.400317062280125591e-01,2.030076274357385024e+00,6.923818530655087011e-01,-3.096176682371479943e-02,3.945514712468964347e-02,7.197861001062019204e-01,-5.494046493692621852e-02,1.399556937941377033e+00,3.008555352073256084e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000222e-01,3.483008863026582080e+00,2.093983448709361428e-01,2.047238640997367742e+00,6.895514598000296314e-01,-2.897787928680279484e-02,4.204435514248068551e-02,7.224343146614373712e-01,-1.533738958470064195e-01,1.397869742679812788e+00,3.162532075933766618e-01,2.999304748735171465e-04,-5.387591008174436773e-04,-5.280783503496470476e-04,2.489418993091702375e-03,8.521922590488372742e-04,-4.355023033392441990e-03
2.000000000000000111e-01,3.484721949820414721e+00,2.812733407369315541e-01,2.073775597160428585e+00,6.793476591319567159e-01,-3.049759833676841600e-02,4.818328076835917684e-02,7.315975847294861056e-01,-1.251966422844948967e-01,1.418535368727713353e+00,3.709328502644778647e-01,4.832027296942909521e-05,2.640153839401640978e-04,-3.223369711055871535e-03,1.154700054811511577e-02,3.330597951917095307e-03,3.180115329555538092e-04
2.500000000000000000e-01,3.484126355858588209e+00,3.523498341962827962e-01,2.093887118850227047e+00,6.712311407774020910e-01,-2.536603168149934723e-02,5.391286784337510907e-02,7.388495941450488047e-01,-1.122731969170226718e-01,1.426842720565179912e+00,3.778401078963125048e-01,2.014804303489033522e-04,2.885274797208021557e-03,-4.670656480060207325e-03,1.680868991507903504e-02,1.586872699065124603e-03,2.103238575807142314e-03
3.000000000000000444e-01,3.482864422531948723e+00,4.215827897707516980e-01,2.112487062353756606e+00,6.633476474657616917e-01,-1.877234989040783147e-02,5.419610578823583907e-02,7.461100988450847238e-01,-1.061363093597708362e-01,1.414081658990299584e+00,3.759306910426254977e-01,1.034589887131756114e-03,3.500156841399205011e-03,-5.559491570580715226e-03,1.511266944337479046e-02,8.839266902041795562e-03,-2.044015787824794272e-03
3.500000000000000333e-01,3.471220347466799971e+00,4.948441237423133465e-01,2.114358179488412315e+00,6.566645520712341977e-01,-1.768736637997764954e-02,4.984891653035070785e-02,7.523256666127879910e-01,-1.516116510819816576e-01,1.414910581588194161e+00,3.284129477105773298e-01,-3.455374868972509606e-04,2.267864284574802602e-03,5.908723052899158418e-04,2.619180781582513759e-02,8.212736015728840100e-03,-3.182878813042174914e-03
4.000000000000000222e-01,3.466784648608592256e+00,5.712180746701440714e-01,2.127430774304835737e+00,6.482843899584880276e-01,-1.819679593703244294e-02,6.113135183589602645e-02,7.587220730784710598e-01,-1.429787065110143529e-01,1.463345780075751668e+00,3.193022249717658578e-01,-3.976187033824537739e-03,3.280331308465503186e-03,6.966783556618919189e-03,2.337873901579550634e-02,3.642158508274749053e-03,-9.991955800453316758e-05
4.500000000000000111e-01,3.449487714871287469e+00,6.405063966510694540e-01,2.122163129124659875e+00,6.406534217409695087e-01,-2.276747834280340096e-02,5.629113020292934866e-02,7.654254658697831060e-01,-2.153320231613097269e-01,1.459660992699425730e+00,2.656120189441616986e-01,-7.827109444822656636e-03,1.528948375265612013e-03,3.024983844282641554e-02,3.619481749024601458e-02,1.874571117234118687e-03,-1.545673786299437899e-03
